time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2025.01.02 00:50,2025.01.02 01:11,SELL,Swing,2627.189,2630.937,37.5,32.2,36.3,0.86,0.97,1,7,14,1,10,14,1,10,14,0,,,0,,,0,,,0,,,0,,,0,,,SL,-37.48,20
2025.01.02 00:50,2025.01.02 01:11,SELL,Swing,2626.886,2630.937,40.5,29.1,39.3,0.72,0.97,1,9,14,1,10,14,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-40.51,21
2025.01.02 07:58,2025.01.02 09:01,SELL,LienKe,2635.131,2638.935,38.0,38.8,28.7,1.02,0.75,1,13,14,1,25,43,1,29,43,0,,,0,,,0,,,0,,,0,,,0,,,SL,-38.04,63
2025.01.02 07:30,2025.01.02 09:01,SELL,LienKe,2634.357,2638.935,45.8,31.0,36.4,0.68,0.80,1,4,8,1,55,67,1,62,67,0,,,0,,,0,,,0,,,0,,,0,,,SL,-45.78,91
2025.01.02 08:42,2025.01.02 09:28,SELL,Swing,2636.501,2640.121,36.2,9.7,35.5,0.27,0.98,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-36.20,45
2025.01.02 08:10,2025.01.02 09:28,SELL,LienKe,2635.250,2640.121,48.7,40.0,48.0,0.82,0.99,1,1,3,1,13,31,1,17,31,0,,,0,,,0,,,0,,,0,,,0,,,SL,-48.71,78
2025.01.02 08:10,2025.01.02 09:28,SELL,Swing,2635.250,2640.121,48.7,40.0,48.0,0.82,0.99,1,1,3,1,13,31,1,17,31,0,,,0,,,0,,,0,,,0,,,0,,,SL,-48.71,78
2025.01.02 14:20,2025.01.02 15:34,SELL,LienKe,2648.010,2652.069,40.6,26.6,32.2,0.66,0.79,1,1,10,1,43,45,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-40.59,74
2025.01.02 14:20,2025.01.02 15:34,SELL,LienKe,2646.971,2652.069,51.0,16.2,42.6,0.32,0.83,1,43,44,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-50.98,74
2025.01.01 23:50,2025.01.02 15:37,BUY,Swing,2623.302,2618.668,46.3,295.9,5.5,6.39,0.12,1,8,10,1,19,-,1,32,-,1,75,-,1,87,-,1,100,-,1,551,-,1,629,-,0,,,TP,283.95,947
2025.01.02 04:15,2025.01.03 01:00,BUY,LienKe,2632.435,2629.101,33.3,287.2,13.8,8.62,0.42,1,39,107,1,70,107,1,75,107,1,270,-,1,363,-,1,364,-,1,600,-,1,679,-,0,,,TP,294.65,1245
2025.01.02 04:10,2025.01.03 02:18,BUY,LienKe,2632.953,2629.101,38.5,296.3,19.0,7.69,0.49,1,45,112,1,79,112,1,89,112,1,291,358,1,368,-,1,369,-,1,605,-,1,687,-,0,,,TP,294.65,1328
2025.01.02 20:35,2025.01.03 02:19,SELL,Swing,2659.806,2663.463,36.6,35.4,35.6,0.97,0.97,1,44,207,1,57,207,1,59,207,0,,,0,,,0,,,0,,,0,,,0,,,SL,-36.57,344
2025.01.03 01:30,2025.01.03 02:29,BUY,LienKe,2659.019,2655.109,39.1,50.3,29.1,1.29,0.74,1,27,30,1,46,-,1,48,-,1,49,-,0,,,0,,,0,,,0,,,0,,,SL,0.00,59
2025.01.03 01:30,2025.01.03 05:45,BUY,LienKe,2658.456,2655.109,33.5,68.0,23.5,2.03,0.70,1,26,32,1,46,-,1,46,-,1,48,-,0,,,0,,,0,,,0,,,0,,,SL,0.00,255
2025.01.06 01:08,2025.01.06 01:16,SELL,Swing,2642.239,2646.498,42.6,3.1,40.2,0.07,0.94,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-42.59,8
2025.01.06 01:05,2025.01.06 01:16,SELL,Swing,2641.032,2646.498,54.7,1.2,52.3,0.02,0.96,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-54.66,11
2025.01.06 03:56,2025.01.06 04:22,BUY,LienKe,2639.931,2636.137,37.9,8.9,34.4,0.24,0.91,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-37.94,26
2025.01.06 03:50,2025.01.06 04:22,BUY,LienKe,2641.028,2636.137,48.9,2.0,45.4,0.04,0.93,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-48.91,32
2025.01.03 01:05,2025.01.06 07:31,SELL,LienKe,2660.128,2665.583,54.5,298.7,52.8,5.48,0.97,1,18,52,1,33,52,1,39,52,1,374,-,1,378,-,1,464,-,1,754,-,1,945,-,0,,,TP,300.00,4706
2025.01.06 07:31,2025.01.06 07:37,BUY,LienKe,2630.444,2627.094,33.5,0.0,28.8,0.00,0.86,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-33.50,6
2025.01.06 07:30,2025.01.06 07:37,BUY,LienKe,2631.153,2627.094,40.6,0.2,35.8,0.01,0.88,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-40.59,7
2025.01.03 10:10,2025.01.06 07:38,SELL,LienKe,2655.937,2659.863,39.3,299.5,34.8,7.63,0.89,1,21,42,1,24,42,1,188,-,1,193,-,1,208,-,1,208,-,1,377,-,1,3972,-,0,,,TP,300.00,4168
2025.01.06 16:36,2025.01.07 05:22,SELL,LienKe,2639.427,2643.352,39.2,64.1,21.1,1.63,0.54,1,41,543,1,50,543,1,59,543,1,78,543,0,,,0,,,0,,,0,,,0,,,SL,-39.25,766
2025.01.06 16:35,2025.01.07 05:22,SELL,LienKe,2638.403,2643.352,49.5,53.8,31.4,1.09,0.63,1,51,109,1,60,109,1,70,109,1,146,527,0,,,0,,,0,,,0,,,0,,,SL,-49.49,767
2025.01.08 09:32,2025.01.08 13:11,SELL,Swing,2654.303,2658.001,37.0,83.0,33.9,2.24,0.92,1,16,28,1,90,209,1,101,209,1,116,209,1,172,209,0,,,0,,,0,,,0,,,SL,-36.98,219
2025.01.08 09:15,2025.01.08 13:11,SELL,LienKe,2653.711,2658.001,42.9,77.0,39.8,1.80,0.93,1,34,37,1,109,225,1,131,225,1,134,225,0,,,0,,,0,,,0,,,0,,,SL,-42.90,236
2025.01.08 09:15,2025.01.08 13:11,SELL,LienKe,2653.562,2658.001,44.4,75.5,41.3,1.70,0.93,1,106,225,1,110,225,1,131,225,1,135,225,0,,,0,,,0,,,0,,,0,,,SL,-44.39,236
2025.01.08 09:15,2025.01.08 13:11,SELL,Swing,2653.562,2658.001,44.4,75.5,41.3,1.70,0.93,1,106,225,1,110,225,1,131,225,1,135,225,0,,,0,,,0,,,0,,,0,,,SL,-44.39,236
2025.01.07 04:30,2025.01.08 16:42,BUY,LienKe,2638.167,2634.267,39.0,298.7,11.5,7.66,0.29,1,20,26,1,46,204,1,52,204,1,52,204,1,98,204,1,443,-,1,512,-,1,530,-,0,,,TP,294.65,2172
2025.01.08 15:40,2025.01.09 11:27,SELL,LienKe,2667.186,2670.835,36.5,176.4,30.3,4.83,0.83,1,1,44,1,7,44,1,12,44,1,110,1137,1,116,1137,1,116,1137,1,119,1137,0,,,0,,,SL,-36.49,1187
2025.01.08 15:40,2025.01.09 11:27,SELL,LienKe,2666.597,2670.835,42.4,170.5,36.1,4.02,0.85,1,6,9,1,7,9,1,31,41,1,110,918,1,116,918,1,116,918,1,119,918,0,,,0,,,SL,-42.38,1187
2025.01.08 03:45,2025.01.09 13:28,BUY,LienKe,2646.727,2642.569,41.6,299.8,15.2,7.21,0.37,1,23,50,1,98,517,1,101,517,1,152,517,1,326,517,1,558,-,1,616,-,1,652,-,0,,,TP,283.95,2023
2025.01.09 16:30,2025.01.09 17:07,BUY,Swing,2667.581,2663.905,36.8,26.1,32.8,0.71,0.89,1,3,6,1,13,27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-36.76,37
2025.01.09 16:28,2025.01.09 17:07,BUY,LienKe,2668.063,2663.905,41.6,21.3,37.6,0.51,0.90,1,6,7,1,19,29,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-41.58,39
2025.01.09 16:10,2025.01.09 17:07,BUY,LienKe,2668.419,2663.905,45.1,25.7,41.2,0.57,0.91,1,3,17,1,5,17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-45.14,57
2025.01.09 16:10,2025.01.09 17:07,BUY,Swing,2668.419,2663.905,45.1,25.7,41.2,0.57,0.91,1,3,17,1,5,17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-45.14,57
2025.01.10 02:06,2025.01.10 05:39,SELL,LienKe,2671.779,2675.178,34.0,11.0,31.5,0.32,0.93,1,1,9,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-33.99,213
2025.01.10 02:05,2025.01.10 05:39,SELL,LienKe,2671.386,2675.178,37.9,7.1,35.5,0.19,0.93,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-37.92,214
2025.01.10 03:35,2025.01.10 06:45,SELL,LienKe,2674.393,2677.771,33.8,26.5,28.3,0.78,0.84,1,11,114,1,63,114,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-33.78,190
2025.01.10 06:25,2025.01.10 08:09,SELL,LienKe,2675.564,2678.938,33.7,19.3,33.5,0.57,0.99,1,76,85,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-33.74,104
2025.01.10 06:25,2025.01.10 08:09,SELL,LienKe,2675.071,2678.938,38.7,14.4,38.4,0.37,0.99,1,82,84,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-38.67,104
2025.01.10 07:50,2025.01.10 13:30,BUY,LienKe,2675.417,2670.469,49.5,76.7,6.7,1.55,0.14,1,5,289,1,16,289,1,19,289,1,48,289,0,,,0,,,0,,,0,,,0,,,SL,-49.48,340
2025.01.10 09:20,2025.01.10 13:59,SELL,LienKe,2680.190,2683.698,35.1,160.4,34.4,4.57,0.98,1,17,26,1,171,230,1,187,230,1,199,230,1,250,268,1,250,268,1,250,268,0,,,0,,,SL,-35.08,278
2025.01.10 09:20,2025.01.10 13:59,SELL,LienKe,2679.646,2683.698,40.5,154.9,39.8,3.82,0.98,1,39,41,1,177,209,1,187,209,1,250,268,1,250,268,1,250,268,1,253,268,0,,,0,,,SL,-40.52,279
2025.01.10 11:25,2025.01.10 14:03,SELL,LienKe,2682.197,2685.785,35.9,180.4,31.9,5.03,0.89,1,22,26,1,35,150,1,38,150,1,62,150,1,125,150,1,125,150,1,125,150,0,,,0,,,SL,-35.88,158
2025.01.10 11:10,2025.01.10 14:03,SELL,LienKe,2681.648,2685.785,41.4,175.0,37.4,4.23,0.90,1,6,6,1,51,159,1,55,159,1,77,159,1,140,159,1,140,159,1,140,159,0,,,0,,,SL,-41.37,173
2025.01.09 02:25,2025.01.10 14:18,BUY,LienKe,2657.109,2653.646,34.6,296.8,16.7,8.57,0.48,1,30,118,1,35,118,1,42,118,1,73,118,1,262,-,1,492,-,1,544,-,1,669,-,0,,,TP,294.65,2153
2025.01.09 02:20,2025.01.10 14:24,BUY,LienKe,2657.734,2653.646,40.9,299.2,23.0,7.32,0.56,1,36,119,1,45,119,1,51,119,1,257,-,1,277,-,1,498,-,1,569,-,1,677,-,0,,,TP,294.65,2164
2025.01.09 04:15,2025.01.10 14:25,BUY,LienKe,2658.467,2654.969,35.0,296.5,30.3,8.48,0.87,1,46,81,1,52,81,1,137,-,1,145,-,1,163,-,1,389,-,1,499,-,1,1603,-,0,,,TP,294.65,2050
2025.01.09 04:15,2025.01.10 14:25,BUY,LienKe,2659.077,2654.969,41.1,290.4,36.4,7.07,0.89,1,48,69,1,136,-,1,139,-,1,147,-,1,382,-,1,432,-,1,499,-,1,1686,-,0,,,TP,294.65,2050
2025.01.12 23:22,2025.01.13 01:07,BUY,LienKe,2689.159,2685.549,36.1,42.1,35.2,1.17,0.98,1,21,59,1,37,59,1,41,59,0,,,0,,,0,,,0,,,0,,,0,,,SL,-36.10,105
2025.01.12 23:10,2025.01.13 01:07,BUY,LienKe,2690.280,2685.549,47.3,30.9,46.4,0.65,0.98,1,1,2,1,53,71,1,62,71,0,,,0,,,0,,,0,,,0,,,0,,,SL,-47.31,117
2025.01.10 17:42,2025.01.13 12:31,SELL,LienKe,2697.081,2700.733,36.5,294.7,10.3,8.07,0.28,1,8,20,1,22,-,1,22,-,1,34,-,1,39,-,1,48,-,1,3330,-,1,3958,-,0,,,TP,300.00,4009
2025.01.10 17:40,2025.01.13 12:31,SELL,LienKe,2696.757,2700.733,39.8,291.5,13.6,7.33,0.34,1,12,16,1,24,-,1,25,-,1,36,-,1,45,-,1,50,-,1,3333,-,1,3961,-,0,,,TP,300.00,4011
2025.01.13 13:40,2025.01.13 15:59,BUY,LienKe,2665.300,2661.224,40.8,89.4,40.3,2.19,0.99,1,3,3,1,8,60,1,12,60,1,21,60,1,70,106,0,,,0,,,0,,,0,,,SL,-40.76,139
2025.01.13 13:40,2025.01.13 15:59,BUY,LienKe,2666.480,2661.224,52.6,77.6,52.1,1.48,0.99,1,11,59,1,13,59,1,14,59,1,69,104,0,,,0,,,0,,,0,,,0,,,SL,-52.56,139
2025.01.13 02:31,2025.01.13 17:36,SELL,LienKe,2689.979,2693.565,35.9,299.2,15.0,8.34,0.42,1,4,25,1,4,25,1,37,93,1,128,228,1,452,-,1,453,-,1,569,-,1,598,-,0,,,TP,300.00,905
