time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2026.07.01 05:10,2026.07.01 06:07,BUY,LienKe,3972.273,3968.768,35.1,66.7,26.2,1.90,0.75,1,10,11,1,13,19,1,22,30,1,22,30,0,,,0,,,0,,,0,,,0,,,SL,-35.05,57
2026.07.01 05:04,2026.07.01 06:07,BUY,LienKe,3972.968,3968.768,42.0,59.8,33.1,1.42,0.79,1,1,4,1,20,21,1,28,36,1,28,36,0,,,0,,,0,,,0,,,0,,,SL,-42.00,63
2026.07.01 22:24,2026.07.01 22:47,SELL,LienKe,4039.092,4044.011,49.2,19.2,37.3,0.39,0.76,1,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-49.19,23
2026.07.01 22:09,2026.07.01 22:47,SELL,LienKe,4037.279,4044.011,67.3,22.2,55.4,0.33,0.82,1,0,2,1,8,10,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-67.32,38
2026.07.02 13:48,2026.07.02 13:50,SELL,LienKe,4139.374,4143.936,45.6,4.0,38.9,0.09,0.85,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-45.62,2
2026.07.02 13:48,2026.07.02 13:50,SELL,LienKe,4137.928,4143.936,60.1,13.4,53.3,0.22,0.89,1,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-60.08,2
2026.07.03 11:14,2026.07.03 11:16,SELL,LienKe,4181.717,4185.171,34.5,0.0,31.7,0.00,0.92,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-34.54,2
2026.07.03 11:14,2026.07.03 11:16,SELL,LienKe,4181.266,4185.171,39.1,0.0,36.2,0.00,0.93,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-39.05,2
2026.07.03 12:19,2026.07.03 12:27,BUY,LienKe,4175.615,4172.220,33.9,0.1,26.1,0.00,0.77,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-33.95,8
2026.07.03 12:19,2026.07.03 12:27,BUY,LienKe,4176.246,4172.220,40.3,4.2,32.4,0.10,0.81,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-40.26,8
2026.07.06 01:49,2026.07.06 02:36,SELL,Swing,4199.678,4206.185,65.1,285.1,6.0,4.38,0.09,1,0,-,1,0,-,1,0,-,1,0,-,1,1,-,1,9,-,1,13,-,1,18,-,0,,,TP,300.00,47
2026.07.06 02:37,2026.07.06 03:15,BUY,Swing,4172.925,4165.410,75.2,34.8,74.9,0.46,1.00,1,0,2,1,1,2,1,2,2,0,,,0,,,0,,,0,,,0,,,0,,,SL,-75.15,38
2026.07.06 08:50,2026.07.06 09:26,BUY,LienKe,4149.171,4143.969,52.0,35.9,29.3,0.69,0.56,1,1,12,1,1,12,1,2,12,0,,,0,,,0,,,0,,,0,,,0,,,SL,-52.02,36
2026.07.07 01:01,2026.07.07 01:16,BUY,LienKe,4142.860,4137.585,52.7,51.3,52.2,0.97,0.99,1,0,6,1,1,6,1,1,6,1,3,6,0,,,0,,,0,,,0,,,0,,,SL,-52.75,15
2026.07.07 01:01,2026.07.07 01:16,BUY,LienKe,4145.408,4137.585,78.2,25.9,77.7,0.33,0.99,1,2,4,1,3,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-78.23,15
2026.07.07 03:42,2026.07.07 03:46,BUY,LienKe,4130.751,4126.131,46.2,0.0,37.7,0.00,0.82,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-46.20,4
2026.07.07 03:26,2026.07.07 03:46,BUY,LienKe,4132.898,4126.131,67.7,18.7,59.2,0.28,0.87,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-67.67,20
2026.07.07 12:02,2026.07.07 12:06,SELL,LienKe,4157.898,4162.125,42.3,7.0,24.6,0.16,0.58,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-42.27,4
2026.07.07 12:01,2026.07.07 12:06,SELL,LienKe,4156.371,4162.125,57.5,17.7,39.8,0.31,0.69,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-57.54,5
2026.07.07 13:36,2026.07.07 14:41,SELL,LienKe,4175.286,4181.468,61.8,280.5,54.0,4.54,0.87,1,2,4,1,2,4,1,2,4,1,2,4,1,17,-,1,18,-,1,21,-,1,27,-,0,,,TP,300.00,65
2026.07.07 13:01,2026.07.07 15:18,SELL,LienKe,4171.829,4181.468,96.4,281.2,88.6,2.92,0.92,1,0,13,1,0,13,1,0,13,1,1,13,1,5,13,1,9,13,1,57,-,1,73,-,0,,,TP,300.00,137
2026.07.07 15:28,2026.07.07 15:54,BUY,LienKe,4142.694,4138.588,41.1,56.0,23.4,1.36,0.57,1,2,6,1,2,6,1,4,6,1,14,21,0,,,0,,,0,,,0,,,0,,,SL,-41.06,26
2026.07.07 15:19,2026.07.07 15:54,BUY,LienKe,4144.091,4138.588,55.0,42.0,37.3,0.76,0.68,1,0,3,1,1,3,1,21,28,0,,,0,,,0,,,0,,,0,,,0,,,SL,-55.03,35
2026.07.07 18:18,2026.07.07 18:33,BUY,LienKe,4140.585,4137.027,35.6,37.5,25.6,1.05,0.72,1,1,12,1,4,12,1,4,12,0,,,0,,,0,,,0,,,0,,,0,,,SL,-35.58,15
2026.07.07 18:18,2026.07.07 18:33,BUY,LienKe,4141.175,4137.027,41.5,31.6,31.5,0.76,0.76,1,4,12,1,4,12,1,4,12,0,,,0,,,0,,,0,,,0,,,0,,,SL,-41.48,15
2026.07.08 01:38,2026.07.08 03:01,BUY,LienKe,4097.151,4093.378,37.7,278.7,4.4,7.39,0.12,1,1,-,1,1,-,1,1,-,1,3,-,1,4,-,1,7,-,1,7,-,1,30,-,0,,,TP,300.00,83
2026.07.08 01:38,2026.07.08 03:01,BUY,LienKe,4098.449,4093.378,50.7,265.8,17.4,5.24,0.34,1,1,-,1,2,-,1,2,-,1,3,-,1,7,-,1,7,-,1,29,-,1,44,-,0,,,TP,300.00,83
2026.07.08 14:02,2026.07.08 14:11,BUY,LienKe,4066.071,4060.571,55.0,29.9,52.1,0.54,0.95,1,0,1,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-55.00,8
2026.07.08 14:01,2026.07.08 14:11,BUY,LienKe,4068.692,4060.571,81.2,3.7,78.3,0.05,0.96,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-81.21,10
2026.07.09 17:18,2026.07.09 18:37,BUY,LienKe,4126.041,4121.833,42.1,121.5,35.1,2.89,0.83,1,1,2,1,6,62,1,11,62,1,11,62,1,12,62,1,29,62,0,,,0,,,0,,,SL,-42.08,79
2026.07.10 00:05,2026.07.10 01:00,SELL,LienKe,4124.798,4128.722,39.2,104.3,37.6,2.66,0.96,1,1,40,1,2,40,1,2,40,1,19,40,1,26,40,1,28,40,0,,,0,,,0,,,SL,-39.24,55
2026.07.10 00:05,2026.07.10 01:00,SELL,LienKe,4123.836,4128.722,48.9,94.7,47.3,1.94,0.97,1,2,13,1,2,13,1,15,39,1,20,39,1,28,39,0,,,0,,,0,,,0,,,SL,-48.86,55
