time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2025.04.01 16:03,2025.04.01 16:07,BUY,LienKe,3113.614,3108.425,51.9,13.3,48.7,0.26,0.94,1,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-51.89,3
2025.04.01 16:02,2025.04.01 16:07,BUY,LienKe,3115.843,3108.425,74.2,9.7,71.0,0.13,0.96,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-74.18,5
2025.04.03 10:31,2025.04.03 10:35,BUY,Swing,3105.489,3101.571,39.2,2.5,30.9,0.06,0.79,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-39.18,4
2025.04.03 10:29,2025.04.03 10:35,BUY,Swing,3107.034,3101.571,54.6,15.5,46.3,0.28,0.85,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-54.63,6
2025.04.04 02:25,2025.04.04 02:31,BUY,LienKe,3106.695,3103.017,36.8,20.9,35.7,0.57,0.97,1,1,4,1,2,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-36.78,5
2025.04.04 00:37,2025.04.04 02:31,BUY,LienKe,3107.490,3103.017,44.7,83.3,43.6,1.86,0.98,1,0,1,1,3,85,1,5,85,1,27,85,1,36,85,0,,,0,,,0,,,0,,,SL,-44.73,114
2025.04.04 08:17,2025.04.04 08:21,BUY,Swing,3087.600,3083.797,38.0,0.0,24.4,0.00,0.64,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-38.03,4
2025.04.04 08:17,2025.04.04 08:21,BUY,Swing,3088.608,3083.797,48.1,6.4,34.5,0.13,0.72,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-48.11,4
2025.04.07 01:36,2025.04.07 01:39,SELL,LienKe,3026.853,3035.692,88.4,46.9,31.6,0.53,0.36,1,0,1,1,0,1,1,1,2,0,,,0,,,0,,,0,,,0,,,0,,,SL,-88.39,3
2025.04.07 01:39,2025.04.07 01:39,SELL,LienKe,3030.818,3035.692,48.7,0.0,190.7,0.00,3.91,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-48.74,0
