time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2025.04.02 20:17,2025.04.02 20:29,BUY,Swing,3111.271,3101.742,95.3,269.1,47.6,2.82,0.50,1,1,-,1,1,-,1,1,-,1,1,-,1,1,-,1,1,-,1,3,-,1,10,-,0,,,TP,300.00,12
2025.04.02 20:15,2025.04.02 22:16,BUY,Swing,3117.924,3101.742,161.8,289.8,114.1,1.79,0.71,1,0,2,1,0,2,1,0,2,1,0,2,1,1,2,1,1,2,1,13,-,1,13,-,0,,,TP,300.00,121
2025.04.03 10:17,2025.04.03 10:26,BUY,LienKe,3115.674,3109.101,65.7,0.0,60.9,0.00,0.93,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-65.73,9
2025.04.03 10:15,2025.04.03 10:26,BUY,LienKe,3119.501,3109.101,104.0,4.7,99.2,0.05,0.95,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-104.00,11
2025.04.03 10:52,2025.04.03 10:58,BUY,Swing,3106.104,3097.947,81.6,11.8,47.6,0.14,0.58,1,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-81.57,6
2025.04.03 10:45,2025.04.03 10:58,BUY,Swing,3107.368,3097.947,94.2,56.1,60.3,0.60,0.64,1,0,5,1,0,5,1,0,5,1,1,5,0,,,0,,,0,,,0,,,0,,,SL,-94.21,13
2025.04.04 02:02,2025.04.04 02:31,BUY,LienKe,3107.610,3103.017,45.9,54.0,44.8,1.18,0.98,1,1,21,1,1,21,1,2,21,1,5,21,0,,,0,,,0,,,0,,,0,,,SL,-45.93,29
2025.04.04 00:45,2025.04.04 02:31,BUY,LienKe,3110.970,3103.017,79.5,48.5,78.4,0.61,0.99,1,16,17,1,20,49,1,21,49,0,,,0,,,0,,,0,,,0,,,0,,,SL,-79.53,106
2025.04.04 12:46,2025.04.04 13:35,BUY,LienKe,3079.838,3067.792,120.5,75.9,104.8,0.63,0.87,1,3,3,1,21,22,1,29,40,1,29,40,0,,,0,,,0,,,0,,,0,,,SL,-120.46,49
2025.04.07 11:45,2025.04.07 13:35,SELL,LienKe,3039.398,3049.148,97.5,249.3,12.0,2.56,0.12,1,1,5,1,2,5,1,3,5,1,11,-,1,14,-,1,15,-,1,49,-,1,50,-,0,,,TP,300.00,110
