time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2026.07.01 20:55,2026.07.02 01:01,BUY,LienKe,4032.031,4025.418,66.1,296.4,18.4,4.48,0.28,1,64,185,1,64,185,1,66,185,1,67,185,1,72,185,1,111,185,1,210,-,1,234,-,0,,,TP,283.95,246
2026.07.01 20:15,2026.07.02 01:02,BUY,LienKe,4035.918,4025.418,105.0,276.0,57.3,2.63,0.55,1,7,20,1,9,20,1,12,20,1,113,114,1,152,182,1,237,-,1,274,-,1,285,-,0,,,TP,283.95,287
2026.07.02 06:17,2026.07.02 06:22,SELL,LienKe,4072.205,4078.948,67.4,0.0,47.7,0.00,0.71,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-67.43,5
2026.07.02 06:15,2026.07.02 06:22,SELL,LienKe,4068.286,4078.948,106.6,9.0,86.9,0.08,0.82,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-106.62,7
2026.07.07 00:35,2026.07.07 00:40,BUY,LienKe,4156.390,4148.986,74.0,10.7,56.7,0.14,0.77,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-74.04,5
2026.07.07 00:30,2026.07.07 00:40,BUY,LienKe,4160.195,4148.986,112.1,26.1,94.7,0.23,0.85,1,0,1,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-112.09,10
2026.07.08 05:38,2026.07.08 08:17,SELL,LienKe,4129.909,4137.080,71.7,254.3,39.9,3.55,0.56,1,1,3,1,1,3,1,1,3,1,24,34,1,85,-,1,87,-,1,103,-,1,158,-,0,,,TP,300.00,159
2026.07.08 05:15,2026.07.08 08:17,SELL,LienKe,4125.860,4137.080,112.2,213.8,80.4,1.91,0.72,1,6,10,1,7,10,1,7,10,1,109,137,1,118,137,1,123,137,1,181,-,1,181,-,0,,,TP,300.00,182
2026.07.09 17:47,2026.07.10 07:44,SELL,LienKe,4135.546,4141.077,55.3,286.2,28.9,5.17,0.52,1,10,11,1,15,-,1,16,-,1,18,-,1,28,-,1,35,-,1,103,-,1,406,-,0,,,TP,300.00,837
2026.07.10 07:00,2026.07.10 07:47,BUY,LienKe,4110.948,4105.076,58.7,43.9,57.5,0.75,0.98,1,1,8,1,3,8,1,19,36,0,,,0,,,0,,,0,,,0,,,0,,,SL,-58.72,47
2026.07.10 06:00,2026.07.10 07:47,BUY,LienKe,4117.030,4105.076,119.5,31.9,118.3,0.27,0.99,1,0,0,1,0,0,1,19,21,0,,,0,,,0,,,0,,,0,,,0,,,SL,-119.54,107
2026.07.09 16:45,2026.07.10 08:33,SELL,LienKe,4133.178,4141.077,79.0,297.8,52.6,3.77,0.67,1,4,9,1,5,9,1,12,45,1,15,45,1,32,45,1,100,622,1,463,622,1,534,622,0,,,TP,300.00,948
2026.07.12 23:00,2026.07.13 00:34,BUY,Swing,4073.191,4066.754,64.4,179.5,47.9,2.79,0.74,1,0,1,1,29,31,1,39,91,1,40,91,1,50,91,1,51,91,1,65,91,0,,,0,,,SL,-64.37,94
2026.07.12 23:00,2026.07.13 00:34,BUY,Swing,4076.814,4066.754,100.6,143.2,84.1,1.42,0.84,1,40,43,1,41,43,1,50,86,1,50,86,1,59,86,1,65,86,0,,,0,,,0,,,SL,-100.60,94
2026.07.13 01:00,2026.07.13 03:11,BUY,LienKe,4067.079,4058.059,90.2,228.8,82.8,2.54,0.92,1,0,1,1,0,1,1,2,86,1,3,86,1,3,86,1,7,86,1,31,86,1,32,86,0,,,SL,-90.20,131
2026.07.13 00:45,2026.07.13 03:11,BUY,LienKe,4073.276,4058.059,152.2,166.9,144.7,1.10,0.95,1,0,3,1,0,3,1,1,3,1,22,32,1,30,32,1,46,70,1,47,70,0,,,0,,,SL,-152.17,146
2026.07.13 16:50,2026.07.13 16:55,BUY,LienKe,3995.615,3987.677,79.4,0.0,42.0,0.00,0.53,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-79.38,5
2026.07.13 16:45,2026.07.13 16:55,BUY,LienKe,4000.763,3987.677,130.9,19.5,93.5,0.15,0.71,1,0,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-130.86,10
2026.07.14 00:30,2026.07.14 05:30,BUY,LienKe,3995.504,3980.307,152.0,285.6,34.5,1.88,0.23,1,0,0,1,0,0,1,2,31,1,3,31,1,4,31,1,4,31,1,88,-,1,101,-,0,,,TP,300.00,300
2026.07.14 00:30,2026.07.14 05:30,BUY,Swing,3995.504,3980.307,152.0,285.6,34.5,1.88,0.23,1,0,0,1,0,0,1,2,31,1,3,31,1,4,31,1,4,31,1,88,-,1,101,-,0,,,TP,300.00,300
2026.07.17 00:46,2026.07.17 01:06,SELL,LienKe,3986.645,3993.964,73.2,14.4,59.0,0.20,0.81,1,2,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-73.19,19
2026.07.17 00:30,2026.07.17 01:06,SELL,LienKe,3984.832,3993.964,91.3,41.2,77.1,0.45,0.84,1,0,2,1,0,2,1,1,2,0,,,0,,,0,,,0,,,0,,,0,,,SL,-91.32,36
2026.07.16 19:45,2026.07.17 03:20,BUY,LienKe,3975.807,3966.291,95.2,269.4,54.0,2.83,0.57,1,1,2,1,6,21,1,7,21,1,8,21,1,252,411,1,254,411,1,273,411,1,332,411,0,,,TP,294.65,455
2026.07.17 16:30,2026.07.20 00:01,SELL,LienKe,4018.754,4026.877,81.2,296.1,21.3,3.65,0.26,1,0,1,1,3,19,1,4,19,1,7,19,1,65,262,1,82,262,1,173,262,1,3211,-,0,,,TP,300.00,3331
2026.07.20 11:01,2026.07.20 11:30,SELL,LienKe,4027.387,4033.840,64.5,72.9,2.8,1.13,0.04,1,0,-,1,1,-,1,1,-,1,9,-,0,,,0,,,0,,,0,,,0,,,SL,-64.53,29
2026.07.20 11:01,2026.07.20 11:30,SELL,Swing,4027.387,4033.840,64.5,72.9,2.8,1.13,0.04,1,0,-,1,1,-,1,1,-,1,9,-,0,,,0,,,0,,,0,,,0,,,SL,-64.53,29
2026.07.20 08:30,2026.07.20 11:30,SELL,LienKe,4021.957,4033.840,118.8,69.7,57.1,0.59,0.48,1,0,4,1,0,4,1,21,47,1,35,47,0,,,0,,,0,,,0,,,0,,,SL,-118.83,180
2026.07.20 08:30,2026.07.20 11:30,SELL,Swing,4021.957,4033.840,118.8,69.7,57.1,0.59,0.48,1,0,4,1,0,4,1,21,47,1,35,47,0,,,0,,,0,,,0,,,0,,,SL,-118.83,180
2026.07.21 04:59,2026.07.21 05:25,SELL,LienKe,4049.478,4055.050,55.7,29.0,45.2,0.52,0.81,1,6,8,1,7,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-55.72,26
2026.07.21 04:15,2026.07.21 05:25,SELL,LienKe,4045.757,4055.050,92.9,19.1,82.4,0.21,0.89,1,3,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-92.93,70
2026.07.23 02:15,2026.07.23 07:10,BUY,LienKe,4116.054,4109.096,69.6,171.9,66.2,2.47,0.95,1,7,8,1,15,17,1,15,17,1,28,285,1,30,285,1,36,285,1,64,285,0,,,0,,,SL,-69.58,295
2026.07.23 02:15,2026.07.23 07:10,BUY,LienKe,4118.051,4109.096,89.6,151.9,86.1,1.70,0.96,1,15,16,1,27,266,1,28,266,1,30,266,1,37,266,1,38,266,1,67,266,0,,,0,,,SL,-89.55,295
2026.07.23 08:41,2026.07.23 11:16,BUY,LienKe,4089.967,4085.363,46.0,92.8,41.6,2.02,0.90,1,1,6,1,2,6,1,13,46,1,20,46,1,22,46,0,,,0,,,0,,,0,,,SL,-46.04,154
2026.07.23 08:30,2026.07.23 11:16,BUY,LienKe,4092.252,4085.363,68.9,69.9,64.4,1.02,0.94,1,4,5,1,27,55,1,31,55,1,33,55,0,,,0,,,0,,,0,,,0,,,SL,-68.89,166
2026.07.27 12:31,2026.07.27 13:28,BUY,LienKe,4086.949,4078.675,82.7,21.8,61.2,0.26,0.74,1,14,15,1,14,15,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-82.74,57
2026.07.27 12:31,2026.07.27 13:28,BUY,Swing,4084.138,4078.675,54.6,49.9,33.1,0.91,0.61,1,3,15,1,3,15,1,3,15,0,,,0,,,0,,,0,,,0,,,0,,,SL,-54.63,57
