time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2025.07.01 22:11,2025.07.02 01:25,BUY,Swing,3337.101,3333.771,33.3,79.0,30.0,2.37,0.90,1,1,53,1,1,53,1,10,53,1,14,53,0,,,0,,,0,,,0,,,0,,,SL,-38.65,194
2025.07.01 20:20,2025.07.02 01:25,BUY,LienKe,3337.893,3333.771,41.2,71.1,38.0,1.72,0.92,1,12,102,1,21,102,1,123,164,1,125,164,0,,,0,,,0,,,0,,,0,,,SL,-46.57,305
2025.07.01 20:20,2025.07.02 01:25,BUY,Swing,3337.893,3333.771,41.2,71.1,38.0,1.72,0.92,1,12,102,1,21,102,1,123,164,1,125,164,0,,,0,,,0,,,0,,,0,,,SL,-46.57,305
2025.07.02 05:15,2025.07.02 06:16,BUY,LienKe,3340.315,3335.208,51.1,36.4,37.9,0.71,0.74,1,3,18,1,8,18,1,9,18,0,,,0,,,0,,,0,,,0,,,0,,,SL,-51.07,61
2025.07.02 00:25,2025.07.02 10:38,SELL,LienKe,3340.775,3345.061,42.9,130.3,42.5,3.04,0.99,1,2,35,1,3,35,1,5,35,1,48,204,1,60,204,1,98,204,0,,,0,,,0,,,SL,-42.86,613
2025.07.02 02:12,2025.07.02 20:07,BUY,LienKe,3330.018,3325.509,45.1,295.0,24.3,6.54,0.54,1,4,7,1,23,279,1,24,279,1,36,279,1,42,279,1,70,279,1,507,-,1,611,-,0,,,TP,300.00,1075
2025.07.02 07:19,2025.07.02 22:14,BUY,LienKe,3330.242,3324.969,52.7,299.3,26.6,5.68,0.50,1,12,13,1,27,-,1,27,-,1,29,-,1,117,-,1,133,-,1,218,-,1,304,-,0,,,TP,300.00,895
2025.07.02 07:15,2025.07.02 22:15,BUY,LienKe,3331.910,3324.969,69.4,288.4,43.2,4.16,0.62,1,31,-,1,32,-,1,33,-,1,63,-,1,137,-,1,162,-,1,228,-,1,661,-,0,,,TP,300.00,900
2025.07.02 02:10,2025.07.02 22:15,BUY,LienKe,3332.242,3325.509,67.3,285.1,46.6,4.23,0.69,1,33,270,1,35,270,1,39,270,1,44,270,1,72,270,1,189,270,1,533,-,1,972,-,0,,,TP,300.00,1205
2025.07.03 02:36,2025.07.03 05:08,SELL,LienKe,3348.391,3352.183,37.9,27.4,36.0,0.72,0.95,1,5,8,1,46,62,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-37.92,152
