time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2026.01.02 05:23,2026.01.02 07:58,SELL,LienKe,4379.048,4383.255,42.1,69.4,39.1,1.65,0.93,1,2,7,1,39,58,1,42,58,1,53,58,0,,,0,,,0,,,0,,,0,,,SL,-42.07,155
2026.01.02 05:15,2026.01.02 07:58,SELL,LienKe,4377.795,4383.255,54.6,56.9,51.6,1.04,0.95,1,0,0,1,5,7,1,54,58,1,115,119,0,,,0,,,0,,,0,,,0,,,SL,-54.60,163
2026.01.02 11:01,2026.01.02 13:15,SELL,Swing,4397.659,4401.588,39.3,123.2,36.6,3.14,0.93,1,2,4,1,8,19,1,10,19,1,30,77,1,100,123,1,100,123,0,,,0,,,0,,,SL,-39.29,134
2026.01.02 11:00,2026.01.02 13:15,SELL,Swing,4396.188,4401.588,54.0,108.5,51.3,2.01,0.95,1,11,18,1,12,18,1,31,68,1,54,68,1,101,120,1,101,120,0,,,0,,,0,,,SL,-54.00,135
2026.01.02 18:36,2026.01.04 23:07,BUY,Swing,4314.575,4307.685,68.9,193.9,48.9,2.81,0.71,1,2,4,1,2,4,1,2,4,1,27,-,1,41,-,1,62,-,1,134,-,0,,,0,,,TP,294.65,3150
2026.01.02 18:20,2026.01.04 23:07,BUY,Swing,4318.577,4307.685,108.9,153.8,89.0,1.41,0.82,1,1,2,1,5,9,1,5,9,1,78,91,1,125,-,1,127,-,1,215,-,0,,,0,,,TP,294.65,3167
2026.01.05 10:51,2026.01.05 12:42,SELL,LienKe,4437.749,4441.891,41.4,265.2,24.2,6.40,0.58,1,6,-,1,7,-,1,10,-,1,11,-,1,25,-,1,27,-,1,35,-,1,35,-,0,,,TP,300.00,111
2026.01.05 10:40,2026.01.05 12:50,SELL,LienKe,4436.070,4441.891,58.2,297.9,41.0,5.12,0.70,1,4,6,1,21,-,1,22,-,1,25,-,1,38,-,1,45,-,1,46,-,1,46,-,0,,,TP,300.00,130
2026.01.06 00:05,2026.01.06 00:40,BUY,LienKe,4438.442,4433.533,49.1,64.6,48.1,1.32,0.98,1,2,5,1,3,5,1,3,5,1,25,27,0,,,0,,,0,,,0,,,0,,,SL,-49.09,35
2026.01.06 00:05,2026.01.06 00:40,BUY,LienKe,4440.391,4433.533,68.6,45.1,67.6,0.66,0.99,1,3,4,1,12,15,1,25,27,0,,,0,,,0,,,0,,,0,,,0,,,SL,-68.58,35
2026.01.06 04:17,2026.01.06 05:30,SELL,LienKe,4467.178,4471.596,44.2,53.1,37.0,1.20,0.84,1,1,36,1,1,36,1,8,36,1,26,36,0,,,0,,,0,,,0,,,0,,,SL,-44.18,73
2026.01.06 04:15,2026.01.06 05:30,SELL,LienKe,4465.732,4471.596,58.6,38.6,51.5,0.66,0.88,1,0,1,1,0,1,1,28,33,0,,,0,,,0,,,0,,,0,,,0,,,SL,-58.64,75
2026.01.06 07:06,2026.01.06 08:25,SELL,LienKe,4467.010,4471.416,44.1,96.1,35.7,2.18,0.81,1,15,26,1,15,26,1,16,26,1,17,26,1,49,76,0,,,0,,,0,,,0,,,SL,-44.06,79
2026.01.06 07:05,2026.01.06 08:25,SELL,LienKe,4465.319,4471.416,61.0,79.2,52.6,1.30,0.86,1,17,23,1,17,23,1,18,23,1,48,74,0,,,0,,,0,,,0,,,0,,,SL,-60.97,80
2026.01.06 13:15,2026.01.06 14:02,SELL,LienKe,4466.894,4471.247,43.5,127.6,38.5,2.93,0.89,1,5,40,1,5,40,1,5,40,1,7,40,1,10,40,1,15,40,0,,,0,,,0,,,SL,-43.53,47
2026.01.06 13:15,2026.01.06 14:02,SELL,LienKe,4465.595,4471.247,56.5,114.6,51.5,2.03,0.91,1,5,5,1,5,5,1,7,40,1,8,40,1,15,40,1,16,40,0,,,0,,,0,,,SL,-56.52,47
2026.01.06 14:06,2026.01.06 14:31,SELL,LienKe,4469.722,4474.431,47.1,51.1,38.0,1.08,0.81,1,10,11,1,13,24,1,14,24,1,14,24,0,,,0,,,0,,,0,,,0,,,SL,-47.09,25
2026.01.06 14:05,2026.01.06 14:31,SELL,LienKe,4467.620,4474.431,68.1,30.0,59.0,0.44,0.87,1,0,0,1,15,17,1,15,17,0,,,0,,,0,,,0,,,0,,,0,,,SL,-68.11,26
2026.01.06 08:30,2026.01.06 14:34,SELL,Swing,4471.045,4479.002,79.6,283.2,72.4,3.56,0.91,1,0,332,1,1,332,1,1,332,1,11,332,1,35,332,1,39,332,1,41,332,1,77,332,0,,,SL,-79.57,364
2026.01.06 18:20,2026.01.06 23:01,SELL,LienKe,4491.403,4497.128,57.2,138.4,61.8,2.42,1.08,1,2,146,1,4,146,1,4,146,1,8,146,1,13,146,1,55,146,0,,,0,,,0,,,SL,-57.25,280
